step,state_0_int,state_1_int,state_2_int,cov_00_int,cov_01_int,cov_02_int,cov_10_int,cov_11_int,cov_12_int,cov_20_int,cov_21_int,cov_22_int
419,-290269,-553133,382286,193,173,-46,173,421,-63,-47,-63,239
420,-344984,-643296,464724,192,167,-55,167,408,-73,-55,-73,248
421,-406846,-731645,585180,190,161,-65,161,393,-82,-65,-82,260
422,-469724,-797069,741812,188,151,-74,151,370,-88,-74,-89,274
423,-531620,-825189,935161,187,138,-82,138,342,-90,-82,-90,289
424,-581268,-790420,1154962,185,122,-86,122,312,-84,-86,-84,302
425,-610708,-677325,1365931,183,106,-88,106,284,-71,-88,-71,310
426,-605348,-483511,1527813,180,90,-83,90,261,-52,-83,-52,308
427,-561279,-239687,1599438,177,78,-72,78,247,-33,-72,-34,294
428,-478864,-655,1574347,176,72,-58,72,243,-20,-58,-20,274
429,-374101,188057,1479140,176,73,-41,73,244,-10,-41,-10,254
430,-259244,312172,1355440,178,80,-24,80,250,-4,-24,-4,238
431,-150438,375387,1238447,181,90,-9,90,260,1,-9,1,228
432,-51232,405828,1143397,184,101,3,101,273,7,3,7,224
433,33391,412908,1076923,186,111,14,111,286,14,14,14,223
434,103700,413379,1032721,188,118,23,118,297,21,23,21,225
435,160774,408800,1006081,190,123,31,123,306,28,31,28,228
436,203855,398698,993008,191,126,36,126,312,34,36,34,232
437,238388,385350,992652,191,127,40,127,314,38,40,38,235
438,265440,371436,997081,191,128,43,128,316,42,44,41,239
439,283132,353619,1005415,190,128,46,128,315,43,46,43,241
440,291102,329642,1010488,190,127,47,127,313,44,47,44,243
441,298383,305563,1017098,190,126,46,126,312,44,46,44,244
442,294057,279145,1014192,190,125,46,125,311,43,46,43,244
443,290300,258126,1011795,191,125,45,125,311,41,45,41,244
444,282510,237292,1004982,191,125,43,125,311,40,43,40,242
445,273714,220196,991820,191,126,41,125,312,38,41,38,241
446,263010,203373,978715,191,127,40,127,313,37,40,37,239
447,250791,187785,962170,191,128,38,128,315,36,38,36,237
448,238998,178131,939608,191,130,36,130,317,35,36,35,235
449,226120,167576,916384,191,132,34,131,321,34,34,34,234
450,213980,161555,887177,192,134,33,134,325,33,33,33,233
451,205692,163585,858215,193,136,31,136,330,32,31,32,232
452,198419,167364,833581,193,139,31,139,335,32,31,32,231
453,193824,175405,807914,193,141,30,141,340,32,30,32,230
454,190288,185425,787390,194,143,30,143,345,32,30,32,230
455,189763,195476,767625,194,145,30,145,349,33,30,33,229
456,194236,211287,751731,194,147,31,147,352,34,30,34,229
457,197841,226916,737525,194,148,32,148,355,35,32,35,230
458,205941,249892,725899,194,149,33,149,357,37,33,37,230
459,215753,271868,720968,193,149,34,149,358,39,34,39,231
460,231449,299357,720374,193,149,36,149,359,42,36,42,232
461,245371,321616,726551,193,149,39,149,358,44,39,44,234
462,258668,343800,737903,192,148,41,148,356,47,41,47,237
463,277289,369123,751049,192,147,44,147,354,49,44,49,240
464,296743,393569,775088,192,145,47,145,351,52,47,52,243
465,315336,411264,805956,191,143,50,143,346,54,50,54,246
466,332787,424554,841466,191,140,53,140,342,56,53,56,249
467,348595,433315,882957,190,137,55,137,335,57,55,57,252
468,364108,430918,927829,190,134,57,134,329,57,57,57,255
469,377743,420907,972620,190,130,58,130,321,57,58,57,257
470,383197,402817,1016020,190,127,58,127,314,55,58,55,259
471,386627,374130,1053031,189,123,57,123,307,52,57,52,259
472,380785,334147,1084275,188,120,56,120,301,48,56,48,258
473,366474,283560,1098572,188,117,54,117,297,45,54,45,255
474,348119,237569,1102670,188,115,50,115,295,42,50,41,252
475,319663,188199,1091483,189,115,46,115,294,38,46,38,248
476,292985,148370,1070436,190,117,41,117,296,35,41,35,245
477,266363,119118,1039189,190,119,37,119,299,32,37,32,241
478,234913,91106,999741,190,122,34,122,303,29,33,29,236
479,208410,76164,959780,191,126,30,126,310,26,30,26,232
480,182525,67705,919841,191,130,26,130,318,24,26,24,229
481,162125,65897,879229,192,134,23,134,325,23,23,23,227
482,141919,63398,837150,193,138,21,138,333,22,21,22,225
483,126774,67880,797743,194,141,19,141,341,20,19,20,224
484,118403,77158,760507,195,145,18,145,349,19,18,19,223
485,112329,89188,726626,195,148,17,148,355,19,17,19,222
486,109306,99129,693834,194,151,17,151,360,19,17,19,222
487,106522,110486,661995,194,152,18,152,365,20,17,20,222
488,108222,122708,637010,195,155,18,155,372,21,18,21,222
489,112413,141068,614429,195,158,18,158,377,22,18,22,222
490,120291,162523,593652,195,160,19,160,381,24,19,24,223
491,129271,183111,576054,195,161,21,161,385,26,21,26,223
492,145108,214440,562681,195,161,23,161,387,29,23,29,224
493,161651,245549,555479,194,161,26,161,388,32,26,32,225
494,175187,271616,548505,195,162,29,162,389,37,29,37,227
495,196910,311223,550292,195,163,32,163,389,41,32,41,229
496,218466,350671,559895,195,162,36,161,388,46,36,46,231
497,245853,392517,578902,194,161,40,161,386,51,40,51,235
498,276096,436623,609321,193,158,45,158,381,56,45,56,239
499,311791,488002,653010,193,155,50,155,375,61,50,61,244
